"headword","pos","pos_number","CEFR","pos_0","pos_1","pos_2","pos_3","pos_4","pos_5","pos_6","pos_7","pos_8","pos_9","pos_10","pos_11","pos_12","pos_13","pos_14","pos_other","tag","proficiency","answer","last_check","last_check_string"
"less","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"less","determiner",8,"A2",,,,,,,,,"O",,,,,,,,,,,,
"less","pronoun",6,"A2",,,,,,,"O",,,,,,,,,,,,,,
"lessen","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"lesson","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"lest","conjunction",5,"B2",,,,,,"O",,,,,,,,,,,,-2,,,
"let","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"letter","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"lettuce","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"level","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"level","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"level","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"liar","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"liberal","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"liberate","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"liberation","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"liberty","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"librarian","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"library","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"licence","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"license","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"lick","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"lid","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lie","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lie","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"life","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"lifeguard","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lifeless","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"lifelong","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"lifestyle","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lifetime","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lift","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lift","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"light","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"light","noun",0,"A1","O",,,,,,,,,,,,,,,,,,,,
"light","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"lighten","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"lighter","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lighting","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lightly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"lightning","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"like","conjunction",5,"B1",,,,,,"O",,,,,,,,,,,,-2,,,
"like","preposition",3,"A1",,,,"O",,,,,,,,,,,,,,,,,
"like","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"likely","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"likeness","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"likewise","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"lily","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"limb","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"limit","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"limit","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"limitation","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"limited","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"limp","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"line","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"line","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"linen","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"liner","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"ling","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"linger","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"link","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"link","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"lion","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"lip","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"liquid","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"liquid","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"list","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"list","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"listen","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"listener","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"liter","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"literal","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"literally","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"literary","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"literature","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"litre","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"litter","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"little","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"little","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,,,,
"little","determiner",8,"B1",,,,,,,,,"O",,,,,,,,,,,,
"little","pronoun",6,"B1",,,,,,,"O",,,,,,,,,,,,,,
"live","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"live","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"lively","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"liver","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"living","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"living","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"living room","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"load","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"load","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"loaf","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"loan","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lobby","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"local","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"locate","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"location","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lock","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lock","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"lodge","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"log","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"logic","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"logical","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"logo","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"loneliness","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"lonely","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"long","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"long","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"long-distance","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"long-term","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"look","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"look","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"loose","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"loosely","adverb",4,"B2",,,,,"O",,,,,,,,,,,,,-2,,,
"lorry","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lose","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"loss","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lost","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"lot","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,-2,,,
"lot","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"lot","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,,,,
"lottery","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"loud","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"loud","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,,,,
"loudly","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"loudspeaker","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lousy","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"love","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"love","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"lovely","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"lover","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lovingly","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"low","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"low","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,,,,
"lower","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"lowland","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"loyal","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"loyalty","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"luck","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"luckily","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"lucky","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"lucrative","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"luggage","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lunch","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"lunchtime","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"lung","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"lush","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"luxurious","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"luxury","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"luxury","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"lyric","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"lyrics","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"'m","be-verb",9,"A1",,,,,,,,,,"O",,,,,,,,-2,"[略]",,
"machine","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"mad","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"madam","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"madame","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"madness","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"maestro","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"magazine","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"magic","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"magic","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"magical","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"magician","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"magnificent","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"magnify","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"mail","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"mail","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"mailbox","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"main","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"main course","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"mainly","adverb",4,"A2",,,,,"O",,,,,,,,,,,,,-2,,,
"maintain","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"maintenance","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"major","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"major","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"majority","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"make","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"make","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"maker","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"make-up","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"malady","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"malaria","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"male","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"male","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"mall","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"mama","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"mamma","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"man","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"manage","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"management","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"manager","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"mango","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"manipulate","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"mankind","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"manner","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"mansion","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"manual","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"manual","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"manufacture","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"manufacture","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"manufacturer","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"manufacturing","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"many","determiner",8,"A1",,,,,,,,,"O",,,,,,,,,-2,,,
"many","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,,,,
"map","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"maple","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"marathon","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"marble","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"March","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"3月",,
"march","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"march","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"margin","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"marine","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"mark","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"mark","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"marked","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"market","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"market","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"marketing","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"marriage","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"married","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"marry","verb",1,"A2",,"O",,,,,,,,,,,,,,,,-2,,,
"martial art","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"marvellous","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"marvelous","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"mash","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"mask","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"mass","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"mass","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"massacre","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"massage","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"masseur","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"massive","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"master","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"masterpiece","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"mastery","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"match","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"match","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"mate","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"material","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"math","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"mathematical","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"mathematician","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"mathematics","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"maths","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"matter","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"matter","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"mature","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"mausoleum","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"max","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"maximum","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"maximum","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"may","modal auxiliary",12,"A1",,,,,,,,,,,,,"O",,,,,-2,,,
"May","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,"5月",,
"maybe","adverb",4,"A1",,,,,"O",,,,,,,,,,,,,-2,,,
"mayor","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"me","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,-2,"私に",,
"meal","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"mean","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"mean","noun",0,"B2","O",,,,,,,,,,,,,,,,,,,,
"mean","verb",1,"A1",,"O",,,,,,,,,,,,,,,,,,,
"meaning","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"meaningful","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"means","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"meanwhile","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"measure","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"measure","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"measurement","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"meat","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"mechanic","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"mechanical","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"mechanise","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"mechanize","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"medal","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"media","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"mediaeval","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"medical","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"medication","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"medicine","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"medieval","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"mediocre","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"meditate","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"meditation","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"Mediterranean","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"medium","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"medium","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
"meet","verb",1,"A1",,"O",,,,,,,,,,,,,,,,-2,,,
"meeting","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"melody","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"melon","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"melt","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"member","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"membership","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"memorable","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"memorial","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"memorise","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"memorize","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"memory","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"mend","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"mental","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"mentally","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"mention","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"mention","verb",1,"B1",,"O",,,,,,,,,,,,,,,,,,,
"mentor","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"menu","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"merchandise","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"merchant","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"mercy","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"mere","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"merely","adverb",4,"B1",,,,,"O",,,,,,,,,,,,,-2,,,
"merge","verb",1,"B2",,"O",,,,,,,,,,,,,,,,-2,,,
"merger","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"merry","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"mess","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"mess","verb",1,"B2",,"O",,,,,,,,,,,,,,,,,,,
"message","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"message board","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"messenger","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"messy","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"metal","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"metaphor","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"meter","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"method","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"metre","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"metric","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"micro","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"microbe","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"microcomputer","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"micrometer","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"micrometre","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"microorganism","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"microphone","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"microscope","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"microscopic","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"microscopy","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"microwave","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"midday","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"middle","adjective",2,"A1",,,"O",,,,,,,,,,,,,,,-2,,,
"middle","noun",0,"A2","O",,,,,,,,,,,,,,,,,,,,
"middle-aged","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"midnight","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"midst","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"might","modal auxiliary",12,"A2",,,,,,,,,,,,,"O",,,,,-2,,,
"mighty","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"migration","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"mild","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"mile","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"military","adjective",2,"A2",,,"O",,,,,,,,,,,,,,,-2,,,
"milk","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"mill","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"millimeter","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"millimetre","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"million","number",7,"A2",,,,,,,,"O",,,,,,,,,,-2,,,
"millionaire","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"mimic","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"mind","noun",0,"A1","O",,,,,,,,,,,,,,,,,-2,,,
"mind","verb",1,"A2",,"O",,,,,,,,,,,,,,,,,,,
"mine","noun",0,"B2","O",,,,,,,,,,,,,,,,,-2,,,
"mine","pronoun",6,"A1",,,,,,,"O",,,,,,,,,,,,,,
"mineral","noun",0,"B1","O",,,,,,,,,,,,,,,,,-2,,,
"mineral water","noun",0,"A2","O",,,,,,,,,,,,,,,,,-2,,,
"miniature","adjective",2,"B2",,,"O",,,,,,,,,,,,,,,-2,,,
"minimise","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"minimize","verb",1,"B1",,"O",,,,,,,,,,,,,,,,-2,,,
"minimum","adjective",2,"B1",,,"O",,,,,,,,,,,,,,,-2,,,
"minimum","noun",0,"B1","O",,,,,,,,,,,,,,,,,,,,
